"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","NOTES"
"185",11,"T.J. Hockenson",MIN,"TE24","6","It was only three years ago that TJ Hockenson had 95 catches for 960 yards and five touchdowns. But Hockenson tore the ACL and MCL in his right knee in late December of that 2023 season, and he has yet to regain his old form. Last year, Hockenson had 51 catches for 538 yards and three touchdowns in 15 games. Granted, the Vikings’ quarterbacking was substandard, which might help explain why Hockenson averaged a career-low 8.6 yards per catch. The Vikings could conceivably get a QB upgrade with Kyler Murray this season, and TE Trey McBride was Murray’s favorite target during the QB’s final three years in Arizona. But Hockenson is entering his age-29 season, and he’ll have to share targets with WRs Justin Jefferson and Jordan Addison. Consider him a low-end TE2 or high-end TE3."
"186",11,"Brandon Aubrey",DAL,"K1","14","The gold standard among NFL kickers, Brandon Aubrey has finished first, first and third in kicker fantasy scoring in his first three seasons in the league. Aubrey is 112-of-127 (88.2%) on FG attempts over his first three seasons and 126-of-130 (96.9%) on extra points. The 6-3, 218-pound Aubrey has a powerful leg. He’s made 35-of-44 FG attempts from 50 or more yards over the last three years, and Aubrey already holds the NFL record for most field goals of 60 or more yards with six. Aubrey should be the first kicker off the board in 2026 fantasy drafts."
"187",11,"Mike Washington Jr.",LV,"RB61","13","Mike Washington Jr. could help Ashton Jeanty with the early down lifting in 2026 and slot in as one of the best handcuffs in the NFL. Washington Jr. tested like an alien during the predraft process, leading to his fourth-round draft capital. During his final collegiate season, Washington Jr. broke out, ranking 33rd in yards after contact per attempt and 17th in breakaway rate (per PFF). Washington Jr. has blistering 4.3 speed and the size (6’1”, 223 lbs) to be a three-down back if called upon. Stash him as a wonderful handcuff in 2026, where you can."
"188",11,"Jaylin Noel",HOU,"WR71","8","Jaylin Noel barely made an impact statistically as a rookie, but Houston always viewed him as more of a long-term option behind its veteran receivers. With Christian Kirk now gone, Noel has a realistic path to a much larger offensive role after flashing whenever he received extended playing time in 2025. He was Pro Football Focus’ (PFF) seventh-highest graded returner on 72 combined kick/punt returns in 2025. He flashed on multiple occasions as a receiver in Year 1. In the games where Noel ran at least 17 routes, he averaged almost four receptions per game.Tank Dell’s eventual return could create some overlap, but Noel is firmly on the radar as a Year 2 breakout candidate in Houston’s offense."
"189",11,"New England Patriots",NE,"DST6","11","The Pats boasted a bottom-10 pass rush last season. They lost their sack leader in free agency and replaced him with Dre’Mont Jones. NE seems like a unit that could regress with a more difficult schedule in 2026 and worse injury luck on defense. Note that despite finishing last year inside the top 5 in fewest points allowed, they were the third-worst red zone defense. Just 23rd overall in defensive DVOA as the 10th-ranked DST. It’s probably not worth reaching on too early based on their tougher opening 4 matchups against the formidable Seahawks, Steelers, Jaguars, and Bills."
"190",11,"Jacksonville Jaguars",JAC,"DST7","7","Week 1? Home versus the Cleveland Browns. The Jags finished second in interceptions in 2025 (22) after posting the third-lowest INT rate in 2024. They made a sneaky leap last year by leading the NFL in passes defended. As one of the league’s premier “pass-funnels,” the Jags DST has boom potential with a salivating Week 1 matchup. But be warned that they might be extremely feast or famine as the 21st-ranked defense in the 2026 projections. Jacksonville’s defensive interior ranked second-lowest in pass-rush productivity across the NFL in 2025 - resulting in an underwhelming sack total (27th)."
"191",11,"Pittsburgh Steelers",PIT,"DST8","9","Week 1? Home versus the Atlanta Falcons. That in itself justifies selecting the Steelers DST. They also come in at No. 4 in the projections - but this unit has seen a fall-off over the last 2 seasons (4 to 9). The Steelers’ secondary was shredded at times last season, allowing the fourth-most passing yards per game and ranking third in total missed tackles. FA acquisitions Jaquan Brisker and Jamel Dean should help bolster the back-end, but this defense STILL projects as one of the oldest in the league. But the third-easiest schedule through the first eight games suggests they start the year strongly."
"192",11,"Minnesota Vikings",MIN,"DST9","6","2025’s fifth-highest scoring DST opens the schedule at home against the Packers at home, followed by two road matchups versus the Bears/Buccaneers. However, the defense projects to suffer more injuries after being the 4th-healthiest unit last season. They also had the fourth-fewest passes defensed despite ranking in the top 5 in pressure rate/sacks. Brian Flores’ blitz-happy defense lends itself to boom-or-bust DST performances (25th in turnover margin in 2025)."
"193",11,"Isaac TeSlaa",DET,"WR72","6","Isaac TeSlaa barely saw the field as a rookie, but he flashed intriguing upside by turning just 16 receptions into six touchdowns. Detroit clearly believes in the former third-round pick after trading up for him in 2025, and Dan Campbell has already hinted at a potential Year 2 leap. With Kalif Raymond gone, TeSlaa has a clear path to the Lions’ No. 3 WR role behind Amon-Ra St. Brown and Jameson Williams. He’s still more dynasty/deep-league upside stash than reliable redraft option, but the athletic traits and red-zone usage are worth monitoring closely."
"194",11,"Ray Davis",BUF,"RB62","7",""
"195",11,"Ryan Flournoy",DAL,"WR73","14",""
"196",11,"Calvin Ridley",TEN,"WR74","9",""
"197",11,"Pat Bryant",DEN,"WR75","10","Pat Bryant quietly carved out a larger role as his rookie season progressed, giving Denver reason to believe he can contribute more in Year 2. The former third-round pick earned increased playing time late in the season and showed flashes of reliability before an injury cut short his playoff run. The addition of Jaylen Waddle limits Bryant’s path to major target volume, but he still projects as the favorite for the Broncos’ No. 3 WR role entering 2026. In deeper formats, Bryant profiles as more of a depth stash tied to offensive growth rather than standalone volume."
"198",11,"Ka'imi Fairbairn",HOU,"K2","8","Ka’imi Fairbairn led the league in field goals attempted (48) and field goals made (44) last season despite missing two games with a quad injury. Fairbairn led all kickers with 12.9 fantasy points per game in 2025, finishing a full point ahead of runner-up Jason Myers. The dependable nine-year veteran has converted 91.3% of his FG tries and 97.3% of his PATs over the last four years. Fairbairn is accurate from long distance, converting 51-of-69 (73.9%) of his career FG attempts from 50 yards or longer. With one of the top defenses in the league and a flawed offense, Texans head coach DeMeco Ryans isn’t one to turn up his nose at the chance to put three points on the board. The Texans’ 52 team FG attempts ranked first in the league in 2025, and they tied for fourth in that category in 2024 with 42 FG attempts. Fairbairn is a low-risk, high-upside kicker option."
"199",11,"Cameron Dicker",LAC,"K3","7","Four-year veteran Cameron Dicker is currently the all-time NFL leader in field goal accuracy, having converted at a 93.5% clip. In his three full seasons (he played only 11 games as a rookie), Dicker has finished eighth, third and fourth in fantasy scoring. “Dicker the Kicker” is capable of dialing long-distance, having drilled 59-yard field goals in each of the last two years, and having converted 21-of-27 career attempts from 50 yards or longer. The Chargers have given Dicker ample FG attempts the last two years, tying for fourth in 2024 with 42 and finishing fifth in that category last year with 41. The Chargers’ offense could present Dicker with even more scoring opportunities in 2026 with a healthier and improved offensive line and the arrival of highly regarded offensive coordinator Mike McDaniel."
"200",11,"Los Angeles Chargers",LAC,"DST10","7","The Chargers will take on the Arizona Cardinals and the Las Vegas Raiders to start the year. Best schedule for any DST. Draft them and start the Bolts with confidence through the first two weeks of the 2026 season."
"201",11,"Kaytron Allen",WAS,"RB63","7",""
"202",11,"Jason Myers",SEA,"K4","11","Jason Myers finished as the top-scoring fantasy kicker last season with 202.0 points, although he finished second in fantasy points per game (11.9) behind Houston’s Ka’imi Fairbairn. FG volume is part of the appeal with Myers, who has led the NFL in field goal attempts in two of the last three seasons. Myers converted 41-of-48 FG tries last season. His career FG percentage is 85.6%, and while he hasn’t been one of the most accurate kickers in the league, Myers is an attractive fantasy kicker because of his situation. The world-champion Seahawks have an outstanding defense and an efficient, ball-control offense. It’s a formula that should produce ample field goal and extra point attempts. Consider Myers a top-five fantasy kicker for 2026."
"203",11,"Cam Little",JAC,"K5","7","Cam Little has only been in the league for two years, and he already holds the NFL record for longest field goal and longest *outdoor* field goal. Little blasted a 68-yard field goal against the Raiders last November in the domed Allegiant Stadium in Las Vegas. Two months later, he drilled a 67-yarder in the Jaguars’ regular-season finale at Jacksonville’s outdoor EverBank Stadium. Little, who’s entering his age-23 season, has quickly established himself as one of the NFL’s best kickers. He’s converted 57-of-63 (90.5%) FG tries and 77-of-78 (98.7%) of his extra points since joining the Jags. Little finished fifth in fantasy scoring among kickers this season. With the Jaguars’ offense on the rise under head coach Liam Coen, the strong-legged Little should be considered a top-five fantasy kicker for 2026."
"204",11,"Nicholas Singleton",TEN,"RB64","9",""
"205",11,"Jacoby Brissett",ARI,"QB27","14","After Kyler Murray sustained what proved to be a season-ending foot injury early last season, Jacoby Brissett took over as the Cardinals starting quarterback for the final 12 games of the year. While the Cardinals won only one of Brissett’s starts, Brissett pumped life into the Arizona passing game, averaging 288 passing yards per start and throwing 23 TD passes and eight interceptions. Heavy passing volume helped. Brissett averaged 40.3 pass attempts per start, and the Cardinals led the NFL in pass attempts. Brissett is expected to open the 2026 season as the Cardinals’ starter, although Arizona drafted Carson Beck at the top of the third round. The Cardinals have a nice set of pass catchers with TE Trey McBride and WRs Marvin Harrison Jr and Michael Wilson. But with the Cardinals’ passing volume likely to regress, and with the likelihood that Beck gets an audition at some point this season, Brissett is a risky fantasy play for anyone inclined to chase his 2025 numbers."
"206",11,"Darnell Mooney",NYG,"WR76","8","Darnell Mooney could quietly emerge as an important veteran presence in the Giants’ offense after reuniting with OC Matt Nagy in New York on a one-year deal. Injuries derailed his 2025 season in Atlanta, but Mooney still brings proven downfield ability and prior 1,000-yard production to a WR room searching for stability behind Malik Nabers. His vertical skill set meshes well with Jaxson Dart’s aggressive style of play, and he should compete for meaningful snaps early in the season while Nabers works his way back. Among the Giants’ veteran receivers, Mooney offers the most fantasy intrigue entering 2026."
"207",11,"Green Bay Packers",GB,"DST11","11","The Packers didn’t win a game after losing edge rusher Micah Parsons last season. Until he returns, it’s hard to be overly bullish on this DST to start the year. 24th in the projections."
"208",11,"Jaylen Wright",MIA,"RB65","6",""
"209",11,"Antonio Williams",WAS,"WR77","7","Antonio Williams is a sneaky Day 2 value who projects into an immediate slot role in Washington’s offense. The former Clemson standout broke out at 19 and has consistently flashed strong efficiency (2.27 YPRR in 2025) despite battling injuries and an underwhelming team environment. With Deebo Samuel gone and the Commanders ranking top-3 in vacated targets, there’s a clear path to volume behind Terry McLaurin. Williams’ slot-heavy usage, versatility on special teams, and strong production profile make him a strong late-round sleeper in PPR formats."
"210",11,"Gunnar Helm",TEN,"TE25","9","Second-year man Gunnar Helm sits atop the Titans’ depth chart at tight end now that veteran Chig Okonkwo has moved on to Washington via free agency. A fourth-round pick out of the University Of Texas, Helm turned in a solid if unspectacular rookie season, catching 44 passes for 357 yards and two touchdown in an offense that struggled for much of the season. Helm caught 80% of his targets and averaged a respectable 1.45 yards per route run. Titans QB Cam Ward had a rough rookie season overall but played much better late in the season. If Ward can continue to make strides, Helm could become a fantasy-viable TE option in 2026."
"211",11,"Tyreek Hill",FA,"WR78","-","The Dolphins released WR Tyreek Hill this offseason. After suffering a devastating knee injury in 2025, he might not be ready to contribute to an NFL roster until mid-way through the 2026 season."
"212",12,"Chimere Dike",TEN,"WR79","9",""
"213",12,"Eddy Pineiro",SF,"K6","8","Coming off the finest season of his six-year career, Eddy Pineiro looks like a solid fantasy option for 2026. Pineiro led all kickers in field goal accuracy last season, converting at a 96.6% clip. He was a perfect 21-of-21 from inside 50 yards and was 6-of-7 from 50 yards and beyond. Strangely, Pineiro was less accurate on PATs than on field goals, hitting 89.5% of his 38 extra-point attempts. The 49ers brought in Pineiro in Week 2 after Jake Moody missed a 27-yard FG attempt and had a 36-yard try blocked in San Francisco’s 17-13 Week 1 victory over Seattle. Pineiro averaged 10.0 fantasy points per game last year, tying for fifth in that category among kickers who played at least six games."
"214",12,"Kansas City Chiefs",KC,"DST12","5","The Chiefs have the third-easiest schedule to start the year (easiest through first four weeks). Gives ample time for Patrick Mahomes to be brought up to speed (also has a bye in Week 5) and for the defense to prove it’s worth. KC added to its defensive line this offseason but lost key secondary pieces, suggesting they face a surplus of pass attempts in 2026. They also finished 30th in opponent fumbles and last in non-offensive TDs (0). Week 1 is at home versus Denver, followed by matchups versus Indy, Miami and Las Vegas."
"215",12,"Cleveland Browns",CLE,"DST13","11","No Myles Garrett or DC Jim Schwartz? No thanks. 17th in the projections."
"216",12,"Tyler Loop",BAL,"K7","13","The Ravens’ Tyler Loop finished 12th in fantasy scoring last season as a rookie, averaging 8.5 fantasy points a game. Loop hit 30-of-34 field goals last season. He missed only one FG attempt from inside 50 yards but was only 1-of-4 from 50 yards or longer. Loop hit 44-of-46 extra points. The Ravens tied for 14th in FG attempts last year. With better health for star QB Lamar Jackson, who missed four games last season and appeared to be less than 100% in others, the Ravens could present Loop with more scoring opportunities in his second NFL season."
"217",12,"Baltimore Ravens",BAL,"DST14","13","With new HC Jesse Minter leading a healthier Ravens defense against an easier schedule, I’d project Baltimore to get back into the top-tier DST conversation. The cupcake schedule to open 2026 also benefits them greatly: Colts, Saints, Cowboys, Titans, Falcons and Browns. Draft that Ravens DST has the second-easiest schedule through the first six weeks of the year (top-5 in the FantasyPros SOS overall)."
"218",12,"Terrance Ferguson",LAR,"TE26","11","Terrance Ferguson, a second-round pick in last year’s NFL Draft, drew only 25 targets as a rookie and caught only 11 of them, but he averaged 21 yards per catch and 9.2 yards per target. Ferguson is an extraordinary physical specimen who ran a 4.63 and had a 39-inch vertical jump at last year’s combine at 6-foot-51/2, 247 pounds. But the Rams are log-jammed at tight end. They rotated four TEs last year - Ferguson, Colby Parkinson, Tyler Higbee and Davis Allen - and Ferguson averaged fewer snaps per game than the other three. The Rams have also added another TE, selecting Max Klare of Ohio State in the second round of this year’s draft. On the bright side, Rams head coach Sean McVay used 13 personnel, with three TEs on the field at once, on 30.5% of the Rams’ offensive snaps last season. No other team used 13 personnel on more than 14% of its plays. Rams tight ends combined for 150 targets, 103 catches, 1,128 yards and 17 touchdowns last season. Role ambiguity makes Ferguson undraftable in all but the deepest fantasy leagues, but his athleticism and the possibility that he earns a bigger role in a TE-friendly offense make him worth monitoring."
"219",12,"Evan McPherson",CIN,"K8","6","After converting only 72.7% of his field goal attempts in 2024, five-year veteran Evan McPherson had a career-best 89.3% FG accuracy rate in 2025, hitting 25-of-28 attempts. McPherson finished 14th among kickers in fantasy scoring last year and hasn’t finished in the top 10 since his 2021 rookie season. But if Bengals QB Joe Burrow, who missed nine games last season, enjoys a season of good health, McPherson should have his fair share of FG and PAT opportunities."
"220",12,"Detroit Lions",DET,"DST15","6","The Lions have the easiest schedule in the NFL (specifically through the first 5 weeks of the season). With them also due to experience positive injury regression on the defensive side of the ball, they are an easy sleeper DST to snag with your last pick. Generated the 4th-most passes defended last year (but just 13 interceptions) and a top-10 defense according to DVOA. Also dropped the second-most interceptions (9)."
"221",12,"Andy Borregales",NE,"K9","11","Native Venezuelan Andres “Andy” Borregales tied for 15th in fantasy scoring as a rookie, making 27-of-32 field goals and 53-of-55 extra points. The Patriots should once again have a solid offense, with young star QB Drake Maye at quarterback and new arrival AJ Brown upgrading New England’s WR corps. Borregales finished second in extra-point attempts last year behind only Jake Bates. The Patriots will have a tougher schedule in 2026 than they had in 2025 and if Borregales has fewer extra points and more field goals this season, he could crack the top 10 in fantasy scoring at the position."
"222",12,"Cairo Santos",CHI,"K10","10","The Bears have an ascendant offense under second-year head coach Ben Johnson, giving Bears kicker Cairo Santos some fantasy appeal for 2026. Santos tied for 15th among kickers in fantasy points per game last season with 8.8. The 34-year-old kicker’s field goal accuracy has waned in recent years. Santos converted 91.1 of his FG attempts over a four-year span from 2020 to 2023, but he’s hit just 83.6% of his field goals over the last two seasons. Fantasy managers should also consider that Santos plays his home games in Chicago’s Soldier Field, where weather often becomes a factor late in the season."
"223",12,"De'Zhaun Stribling",SF,"WR80","8","De’Zhaun Stribling received the draft capital boost fantasy managers crave, but his profile still carries more risk than his post-draft hype suggests. The 49ers clearly believe in the former Ole Miss receiver, yet concerns remain about his age, production profile, target-earning ability, and path to immediate volume in a crowded offense. Stribling’s ADP has climbed rapidly because of landing spot and draft capital, but those factors alone do not guarantee fantasy success. He remains a worthwhile swing if he falls in rookie drafts, though expectations should be tempered for immediate production."
"224",12,"Ollie Gordon II",MIA,"RB66","6",""
"225",12,"Tank Dell",HOU,"WR81","8",""
"226",12,"Jalen Nailor",LV,"WR82","13",""
"227",12,"Dontayvion Wicks",PHI,"WR83","10",""
"228",12,"Malik Washington",MIA,"WR84","6",""
"229",12,"David Njoku",LAC,"TE27","7",""
"230",12,"Chase McLaughlin",TB,"K11","10","The Buccaneers’ Chase McLaughlin ranked seventh in kicker scoring last year after ranking sixth in 2025. McLaughlin made 32-of-38 FG tries last year, an 84.2 conversion rate, but he had converted at 93.5% and 93.8% in 2023 and 2024, respectively. The 30-year-old McLaughlin has hit 119-of-122 extra points over the last three years. Some fantasy managers might appreciate having a warm-weather kicker whose home games are in Florida and whose only potential cold-weather games are Week 9 in Chicago and Week 14 in Baltimore."
"231",12,"Buffalo Bills",BUF,"DST16","7","Through the first five weeks of the season, the Bills have the second-most difficult schedule. Under a new DC and defensive scheme, it might take some time for this unit to gel in 2026."
"232",12,"Elic Ayomanor",TEN,"WR85","9",""
"233",12,"Pat Freiermuth",PIT,"TE28","9","Pat Freiermuth was the Steelers’ best pass-catching tight end last season, but that didn’t mean much, as Freiermuth finished with 41 catches for 486 yards and four touchdowns. He finished TE24 in half-point PPR fantasy scoring. The Steelers’ offensive coordinator last season, Arthur Smith, rotated his tight ends, and Freiermuth had a career-low 51% snap share last year. Freiermuth has topped 60 catches in three of his five NFL seasons, and he’s squarely in his prime at age 27. If new Steelers head coach Mike McCathy and new offensive coordinator Brian Angelichio make Freiermuth a bigger part of the Pittsburgh offense than he was under Smith last year, the veteran tight end could surprise."
"234",12,"Jake Bates",DET,"K12","6","Lions kicker Jake Bates has one of the strongest legs in the NFL, and he plays for a team that can really pile on the points. Bates has led the NFL in extra points in each of the last two seasons, making 64 of them in 2024 and 54 of them in 2025. Perhaps the worst thing about having Bates as your fantasy kicker is that Lions head coach Dan Campbell is hyper-aggressive about going for it on fourth down, which robs Bates of some FG attempts. But Campbell is also willing to let his kicker try some long-range bombs. Bates was 4-of-9 on FG attempts from 50 yards or longer last season, and two of the misses were from 67 and 65 yards."
"235",12,"Germie Bernard",PIT,"WR86","9","Germie Bernard profiles as a better real-life fit than fantasy target entering the NFL, landing behind established veterans DK Metcalf and Michael Pittman Jr. in Pittsburgh. The former Alabama receiver offers versatility, toughness, and strong YAC ability, which should help him earn snaps early, particularly from the slot. However, Year 1 fantasy expectations should remain modest given the crowded depth chart and uncertainty surrounding Pittsburgh’s quarterback situation. The second-round pick feels more like a long-term depth stash than an immediate-impact rookie, although his well-rounded skill set gives him a relatively safe floor."
"236",12,"Devin Neal",NO,"RB67","8",""
"237",12,"Cade Otton",TB,"TE29","10","Cade Otton has had 59 receptions in each of the last two seasons. He finished with 572 receiving yards and one touchdown last year, leading to a TE25 fantasy finish. Otton has had spurts of serious fantasy value in the past, usually when one or more of the Bucs’ top pass catchers were hurt. When Buccaneers WRs Mike Evans and Chris Godwin both went down with significant injuries in Week 7 of 2024, Otton had 30 catches for 293 yards and three touchdowns over a four game stretch. In Otton’s other 10 games that season, he had 29 catches for 307 yards and one touchdown. With Evans now in San Francisco, perhaps Otton will play a bigger role in the Tampa Bay offense this year. But Otton profiles as no more than a high-end TE3 and isn’t draftable in most fantasy leagues."
"238",12,"Harrison Butker",KC,"K13","5","Harrison Butker has become a less dependable fantasy kicker in recent years. It’s not because Butker has been substantially less accurate. It’s because the Kansas City offense has been scoring fewer touchdowns in recent years, giving Butker fewer freebie extra points. In Butker’s first five seasons, from 2017 to 2021, he averaged 3.0 extra points per game. In 2022 and 2023, Butker averaged 2.5 extra points per game. In 2024 and 2025, Butker averaged 2.0 extra points a game. Butker’s yearly finished in fantasy points per game among kickers: second, sixth, second, 13th, ninth, 20th, 10th, 26th, 15th. The Chiefs offense might not be among the NFL’s most explosive in 2026 with Patrick Mahomes coming off a major knee injury. Consider Butker a second-tier kicker option."
"239",12,"Rashod Bateman",BAL,"WR87","13",""
"240",12,"Kaleb Johnson",PIT,"RB68","9",""
"241",12,"Zachariah Branch",ATL,"WR88","11","Zachariah Branch enters Atlanta with a clear opportunity to carve out an immediate role behind Drake London in a thin Falcons WR room. The explosive rookie thrives with the ball in his hands, leading the nation in screen targets while showcasing elite open-field ability and dynamic YAC skills. His fit alongside Tua Tagovailoa makes plenty of sense stylistically, especially in an offense that could manufacture touches for him early. Although his smaller frame may cap his ceiling, Branch has intriguing upside if he can quickly secure the Falcons’ No. 2 WR role."
"242",12,"Trey Benson",ARI,"RB69","14",""
"243",12,"Fernando Mendoza",LV,"QB28","13","The No. 1 pick in this year’s NFL Draft, Fernando Mendoza might sit behind veteran Kirk Cousins early in the season, but it shouldn’t be long before the 2025 Heisman Trophy winner takes over as the Raiders’ starter. Mendoza completed 72.0% of his passes last season, averaged 9.3 yards per pass attempt, and threw for 41 touchdowns in 16 games while leading Indiana to an undefeated season and the National Championship. Mendoza has an NFL-caliber arm and terrific ball placement. A student of the game, Mendoza is cool under fire. His functional mobility probably won’t translate to much rushing value at the NFL level, although Mendoza could score a few rushing touchdowns every year. Matt Ryan seems like a reasonable comp for Mendoza based on their tools and style of play. We might not see much of a fantasy impact from the rookie in Year 1, particularly when the Raiders are so short on pass-catching firepower beyond TE Brock Bowers, but we can’t rule out a fantasy-relevant rookie season for Mendoza."
"244",12,"Chris Bell",MIA,"WR89","6","Chris Bell’s rookie season outlook is tied heavily to his recovery timeline after suffering an ACL injury late in 2025, but Miami offers a strong long-term landing spot given the lack of pass-catching depth. The former Louisville standout brings legitimate alpha traits and was one of college football’s premier target earners before getting hurt. Miami can afford to be patient, potentially setting Bell up for a larger role once healthy in an offense lacking long-term answers at receiver. He’s a better dynasty investment than immediate redraft target, though his upside remains appealing if he returns to full strength quickly."
"245",12,"Colby Parkinson",LAR,"TE30","11",""
"246",12,"Harrison Mevis",LAR,"K14","11","Harrison Mevis joined the Rams midway through the 2025 season and earned the trust of his team, making 12-of-13 FG attempts and 39-of-39 extra points in the regular season, then going 6-of-6 on field goals and 9-of-9 on extra points in three playoff games. The 6-0, 245-pound Mevis has a beefy build that earned him the nickname “The Thiccer Kicker.” If Mevis continues to be accurate, he should have a chance to rack up a lot of points for the Rams, who currently have the shortest odds to win the Super Bowl. The Rams have a high-powered offense directed by head coach Sean McVay, and the addition of Myles Garrett gives the Rams a fearsome defense. Mevis is a compelling option in 2026 fantasy drafts."
"247",12,"Chris Boswell",PIT,"K15","9","Chris Boswell finished ninth in kicker fantasy scoring last year, even though he wasn’t quite as accurate on field goals as usual. Boswell has posted a field goal conversion rate of better than 90% in five of the last seven years, but he was only at 84.4% last year, making 27-of-34 FG tries. Pittsburgh’s Acrisure Stadium, formerly known as Heinz Field, has long been regarded as a tough place to kick, but Boswell has been reliable enough to stick with the Steelers for 11 seasons. The Pittsburgh offense might not be especially potent this season with 42-year-old Aaron Rodgers at quarterback, but new Steelers head coach Mike McCarthy has been accused in the past of being too willing to settle for field goals - potentially good news for Boswell stakeholders."
"248",12,"Ted Hurst III",TB,"WR90","10","Ted Hurst is one of the more intriguing Day 2 receivers from the 2026 class after dominating at multiple collegiate stops and testing like a true NFL athlete. The Buccaneers landed a size-speed prospect with legitimate downfield chops, as Hurst led the FBS in deep-ball production while showcasing strong contested-catch ability and red-zone upside. Tampa Bay offers a realistic path to early playing time with Mike Evans gone, giving Hurst an opportunity to compete for outside snaps immediately. He may be somewhat raw entering the league, but the athletic profile, target-earning ability, and landing spot make Hurst an appealing upside bet for both dynasty and deeper redraft formats."
"249",12,"Geno Smith",NYJ,"QB29","13","After a poor season with the Raiders in 2025, Geno Smith is expected to be the Jets’ Week 1 starter in 2026. Smith threw 17 interceptions in 15 starts last season and averaged just 12.7 fantasy points per game. But Smith is only two years removed from a 4,320-yard season with the Seahawks in 2024. And at 35, Smith is old but not ancient. The Jets have a solid offensive line and an interesting collection of pass catchers that includes Garrett Wilson and first-round rookies Kenyon Sadiq and Omar Cooper Jr. It’s unlikely that Smith will have much fantasy relevance this season, but it’s possible he’ll be capable enough to warrant consideration as an injury or bye week fill-in."
"250",12,"MarShawn Lloyd",GB,"RB70","11",""
"251",12,"Cooper Kupp",SEA,"WR91","11",""
"252",12,"Kendre Miller",NO,"RB71","8",""
"253",12,"Aaron Rodgers",PIT,"QB30","9","Aaron Rodgers is coming back for what he says will be his final NFL season. But the 42-year-old Rodgers appears to be little more than a depth option in superflex leagues and deep 1QB leagues. Rodgers averaged 14.6 fantasy points per game last season. He threw for 3,322 yards and 23 touchdowns - not bad numbers - but he averaged only 6.7 yards per pass attempt, and his average depth of throw was just 6.0 yards. This senior version of Rodgers is something of a check-down machine, and that’s not a great profile for fantasy. Rodgers appears anxious to get the ball out quickly to avoid hits, so he probably isn’t going to have many deep completions this season. The future Hall-of-Famer is little more than a fantasy depth option at this point."
"254",13,"Tory Horton",SEA,"WR92","11",""
"255",13,"Jack Bech",LV,"WR93","13",""
"256",13,"Christian Kirk",SF,"WR94","8",""
"257",13,"Eli Stowers",PHI,"TE31","10","The Eagles took Eli Stowers in the second round of this year’s NFL Draft, 54th overall. Stowers won the John Mackey Award last year as the best tight end in college football, finishing his senior year at Vanderbilt with 62 catches for 769 yards and four touchdowns. Stowers had a 27% target rate last year and averaged an impressive 2.55 yards per route run. And like fellow rookie TE Kenyon Sadiq, Stowers is an athletic marvel. Stowers ran a 4.51 at the combine, and the former Texas state high school high-jump champion had a vertical jump of 451/2 inches. The 6-4, 239-pound Stowers might not be heavy enough to play as an in-line tight end, which could potentially limit his snaps. It’s hard to project big things for Stowers in his rookie year when his usage and role are uncertain, but his athleticism and college production suggest he’s capable of big things sooner or later."
"258",13,"Demond Claiborne",MIN,"RB72","6",""
"259",13,"Elijah Sarratt",BAL,"WR95","13","2026 4th-rounder Elijah Sarratt may have been overshadowed by Baltimore’s earlier selection of Ja’Kobi Lane, but the former Indiana receiver offers an intriguing pathway to Year 1 relevance. Sarratt enters a crowded, run-heavy offense, yet his strong production profile, early breakout age, and red-zone skill set could help him carve out a role quickly if Mark Andrews continues declining. The Ravens already have their No.1 WR in Zay Flowers, so expectations should remain tempered, but Sarratt’s ability to win contested catches and earn targets gives him sleeper appeal. Among Baltimore’s rookie receivers, he might be the better value bet relative to cost."
"260",13,"Evan Engram",DEN,"TE32","10",""
"261",13,"Justice Hill",BAL,"RB73","13",""
"262",13,"Keon Coleman",BUF,"WR96","7",""
"263",13,"Chris Brooks",GB,"RB74","11",""
"264",13,"Mason Taylor",NYJ,"TE33","13",""
"265",13,"Ty Johnson",BUF,"RB75","7",""
"266",13,"Isaiah Davis",NYJ,"RB76","13",""
"267",13,"Theo Johnson",NYG,"TE34","8",""
"268",13,"Malik Davis",DAL,"RB77","14",""
"269",13,"Najee Harris",LAC,"RB78","7",""
"270",13,"Wil Lutz",DEN,"K16","10","Will Lutz has been steady in his three seasons with the Broncos, making 89.0% of his field goals and 98.3% of his extra points over that span. Unfortunately, Lutz has not been awash in field goal opportunities since coming to Denver, with the Broncos ranking 14th, 16th and 19th in FG attempts the last three seasons. Lutz has finished 22nd, eighth and 16th in fantasy scoring among kickers over that span."
"271",13,"Malachi Fields",NYG,"WR97","8","Malachi Fields lands in an intriguing spot with the Giants after being selected in the third round of the 2026 NFL Draft. The 6-foot-5 receiver brings size and downfield ability to New York’s offense, flashing strong ball skills and separation ability throughout the pre-draft process despite a disappointing Combine 40 time. Fields profiles as a strong fit alongside Jaxson Dart given his vertical play style, and Malik Nabers’ injury could open the door for early-season opportunities. He’s an intriguing rookie stash with upside if he earns immediate snaps during training camp."
"272",13,"Marvin Mims Jr.",DEN,"WR98","10",""
"273",13,"Jordan James",SF,"RB79","8",""
"274",13,"Kyle Williams",NE,"WR99","11",""
"275",13,"Michael Penix Jr.",ATL,"QB31","11",""
